journal	journal_abbrev	articles	publication_days_mean	publication_days_median	publication_days_max	publication_days_min	publication_days_geq_100	acceptance_days_mean	acceptance_days_median	acceptance_days_max	acceptance_days_min	total_articles
Endocrinologia y nutricion : organo de la Sociedad Espanola de Endocrinologia y Nutricion	Endocrinol Nutr	127	61.6771653543307	54	319	16	0.0551181102362205	90.3858267716535	83	405	3	151
Endocrinology and metabolism (Seoul, Korea)	Endocrinol Metab (Seoul)	110	153.990909090909	132	386	9	0.581818181818182	77.5818181818182	68	210	8	180
Endocrinology, diabetes & metabolism case reports	Endocrinol Diabetes Metab Case Rep	39	14.6666666666667	13	40	3	0	21.5897435897436	13	92	4	66
Enfermedades infecciosas y microbiologia clinica	Enferm Infecc Microbiol Clin	288	77.84375	61	377	16	0.170138888888889	86.7430555555556	81.5	424	1	337
Enfermeria clinica	Enferm Clin	89	62.123595505618	53	353	22	0.0674157303370786	105.314606741573	97	398	1	97
Enfermeria intensiva / Sociedad Espanola de Enfermeria Intensiva y Unidades Coronarias	Enferm Intensiva	19	92.6842105263158	85	205	46	0.368421052631579	229.526315789474	236	510	24	28
Engineering in life sciences	Eng Life Sci	1	68	68	68	68	0	57	57	57	57	1
Environment international	Environ Int	357	25.140056022409	23	87	4	0	133.683473389356	126	432	4	364
Environmental and molecular mutagenesis	Environ Mol Mutagen	112	28.1964285714286	23	124	6	0.00892857142857143	115.535714285714	107.5	337	2	113
Environmental chemistry letters	Environ Chem Lett	3	9.66666666666667	8	13	8	0	121	109	160	94	3
Environmental geochemistry and health	Environ Geochem Health	140	19.5428571428571	13	111	3	0.0142857142857143	197.035714285714	157	946	9	142
Environmental health : a global access science source	Environ Health	166	17.1927710843373	12	182	3	0.0120481927710843	140.367469879518	127	456	7	177
Environmental health and preventive medicine	Environ Health Prev Med	78	25.2435897435897	20	128	9	0.0256410256410256	73.1410256410256	63	217	3	89
Environmental health and toxicology	Environ Health Toxicol	29	43.3793103448276	37	189	9	0.0689655172413793	70.2758620689655	55	320	19	30
Environmental health insights	Environ Health Insights	29	76.4137931034483	69	180	26	0.310344827586207	66.2413793103448	54	188	29	34
Environmental health perspectives	Environ Health Perspect	351	5.10826210826211	3	121	1	0.00284900284900285	306.222222222222	296	699	73	520
Environmental management	Environ Manage	342	17.9152046783626	15	74	5	0	290.350877192982	280	771	48	345
Environmental microbiology	Environ Microbiol	435	36.7126436781609	36	192	2	0.0252873563218391	122.944827586207	99	791	1	500
Environmental microbiology reports	Environ Microbiol Rep	112	59.6160714285714	54	127	8	0.0982142857142857	133.651785714286	99.5	486	3	192
Environmental monitoring and assessment	Environ Monit Assess	1055	23.0815165876777	17	315	6	0.0104265402843602	197.938388625592	186	553	14	1066
Environmental pollution (Barking, Essex : 1987)	Environ Pollut	581	22.2203098106713	22	103	3	0.00172117039586919	100.094664371773	91	271	1	635
Environmental research	Environ Res	565	35.0106194690266	28	193	4	0.031858407079646	124.136283185841	105	492	1	569
Environmental science and pollution research international	Environ Sci Pollut Res Int	2406	19.9081463009144	16	256	5	0.0108063175394846	120.053200332502	105.5	821	2	2421
Environmental toxicology	Environ Toxicol	227	26.8325991189427	18	499	7	0.039647577092511	152.061674008811	138	648	17	227
Environmental toxicology and chemistry / SETAC	Environ Toxicol Chem	527	50.6565464895636	56	233	1	0.0417457305502846	125.982922201139	119	749	17	601
Environmental toxicology and pharmacology	Environ Toxicol Pharmacol	381	11.1837270341207	9	64	5	0	130.062992125984	116	519	17	381
Environmetrics	Environmetrics	3	55.3333333333333	57	67	42	0	180.666666666667	155	285	102	11
Enzyme and microbial technology	Enzyme Microb Technol	191	11.5392670157068	9	81	6	0	108.989528795812	103	331	2	191
Enzyme research	Enzyme Res	36	28.8055555555556	28	76	9	0	95.4444444444444	78.5	288	43	36
Epidemics	Epidemics	56	14.375	9	93	6	0	222.875	200.5	752	26	58
Epidemiology and health	Epidemiol Health	25	20.88	21	77	1	0	79.16	41	464	3	64
Epigenetics & chromatin	Epigenetics Chromatin	58	22.7758620689655	20	51	9	0	82.9655172413793	76.5	245	5	58
Epilepsy & behavior : E&B	Epilepsy Behav	683	38.3411420204978	33	149	15	0.00878477306002928	52.9385065885798	47	357	1	696
Epilepsy & behavior case reports	Epilepsy Behav Case Rep	69	53.7101449275362	40	182	17	0.130434782608696	17.0289855072464	12	56	1	76
Epilepsy research	Epilepsy Res	314	13.5700636942675	11	53	5	0	149.156050955414	126	723	2	320
Epilepsy research and treatment	Epilepsy Res Treat	13	41	36	92	13	0	80.6923076923077	71	151	44	13
Equine veterinary journal	Equine Vet J	196	34.984693877551	22	137	3	0.0306122448979592	208.892857142857	179.5	692	40	247
Esophagus : official journal of the Japan Esophageal Society	Esophagus	2	26	26	34	18	0	95	95	108	82	2
Ethology : formerly Zeitschrift fur Tierpsychologie	Ethology	2	31.5	31.5	35	28	0	90	90	122	58	7
Ethology, ecology & evolution	Ethol Ecol Evol	1	56	56	56	56	0	120	120	120	120	1
Eukaryotic cell	Eukaryot Cell	24	5.41666666666667	4	14	2	0	55.625	52.5	119	6	190
Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology	Europace	56	82.0178571428571	73.5	216	31	0.25	91.2321428571429	84	274	22	590
European addiction research	Eur Addict Res	53	127.584905660377	117	305	47	0.622641509433962	172.396226415094	167	404	38	57
European annals of otorhinolaryngology, head and neck diseases	Eur Ann Otorhinolaryngol Head Neck Dis	95	243.6	216	628	50	0.905263157894737	137.673684210526	102	742	1	135
European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery	Eur Arch Otorhinolaryngol	791	17.4601769911504	14	469	4	0.00884955752212389	88.5651074589128	79	834	1	806
European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry	Eur Arch Paediatr Dent	84	55.1309523809524	47.5	166	13	0.0833333333333333	76.2976190476191	72	261	1	88
European archives of psychiatry and clinical neuroscience	Eur Arch Psychiatry Clin Neurosci	119	13.9579831932773	12	40	5	0	129.117647058824	129	392	1	133
European biophysics journal : EBJ	Eur Biophys J	102	22.9509803921569	21	53	9	0	107.617647058824	102.5	338	3	103
European child & adolescent psychiatry	Eur Child Adolesc Psychiatry	184	21.1086956521739	19	71	7	0	173.684782608696	151.5	540	38	213
European eating disorders review : the journal of the Eating Disorders Association	Eur Eat Disord Rev	97	30.1134020618557	27	71	16	0	102.474226804124	99	235	7	104
European food research and technology = Zeitschrift fur Lebensmittel-Untersuchung und -Forschung. A	Eur Food Res Technol	1	22	22	22	22	0	85	85	85	85	1
European heart journal	Eur Heart J	68	34.4558823529412	31	129	12	0.0147058823529412	163.397058823529	140.5	675	36	1019
European heart journal cardiovascular Imaging	Eur Heart J Cardiovasc Imaging	36	45.5	41	79	20	0	101.611111111111	97	238	1	476
European heart journal. Acute cardiovascular care	Eur Heart J Acute Cardiovasc Care	10	27.4	25.5	44	14	0	114.7	117	204	33	175
European journal of applied physiology	Eur J Appl Physiol	398	16.2437185929648	15	75	5	0	137.778894472362	125	367	2	402
European journal of cancer (Oxford, England : 1990)	Eur J Cancer	439	31.50569476082	28	91	13	0	89.2255125284738	82	649	1	457
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	Eur J Cardiothorac Surg	73	45.958904109589	41	126	23	0.0136986301369863	88.4246575342466	83	291	2	870
European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology	Eur J Cardiovasc Nurs	13	19.7692307692308	18	35	13	0	134.230769230769	121	250	61	120
European journal of cell biology	Eur J Cell Biol	69	14.0144927536232	13	42	4	0	128.376811594203	112	402	28	83
European journal of clinical investigation	Eur J Clin Invest	111	23.1981981981982	26	70	2	0	150.612612612613	130	417	15	225
European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology	Eur J Clin Microbiol Infect Dis	384	23.1927083333333	21	115	9	0.00520833333333333	60.2447916666667	54	220	1	385
European journal of clinical nutrition	Eur J Clin Nutr	389	54.1748071979434	49	154	21	0.0437017994858612	162.485861182519	150	463	2	427
European journal of clinical pharmacology	Eur J Clin Pharmacol	257	20.8949416342412	16	479	4	0.00389105058365759	88.5214007782101	78	271	3	260
European journal of drug metabolism and pharmacokinetics	Eur J Drug Metab Pharmacokinet	103	19.8155339805825	13	124	6	0.029126213592233	154.31067961165	140	346	31	115
European journal of endocrinology / European Federation of Endocrine Societies	Eur J Endocrinol	9	5.44444444444444	1	25	1	0	94.2222222222222	84	179	47	364
European journal of epidemiology	Eur J Epidemiol	169	18.2485207100592	14	68	6	0	165.431952662722	151	884	1	174
European journal of heart failure	Eur J Heart Fail	225	55.2888888888889	47	188	5	0.0933333333333333	79.2133333333333	79	262	1	288
European journal of histochemistry : EJH	Eur J Histochem	72	45.75	43	118	1	0.0277777777777778	95.9722222222222	78	315	3	74
European journal of hospital pharmacy. Science and practice	Eur J Hosp Pharm Sci Pract	3	30.3333333333333	27	42	22	0	114.666666666667	107	177	60	3
European journal of human genetics : EJHG	Eur J Hum Genet	405	46.4271604938272	41	139	25	0.0222222222222222	163.143209876543	148	636	22	439
European journal of immunology	Eur J Immunol	456	34.5921052631579	35	94	1	0	168.929824561404	164	631	2	529
European journal of internal medicine	Eur J Intern Med	290	19.6137931034483	18	82	3	0	70.848275862069	61.5	346	1	303
European journal of lipid science and technology : EJLST	Eur J Lipid Sci Technol	6	55.5	42.5	134	29	0.166666666666667	69.8333333333333	70	174	3	6
European journal of medical genetics	Eur J Med Genet	170	14.4529411764706	12	71	5	0	135.547058823529	123	838	4	176
European journal of medical research	Eur J Med Res	128	23.859375	21.5	123	7	0.0078125	130.1484375	123.5	326	17	130
European journal of medicinal chemistry	Eur J Med Chem	1287	4.73815073815074	2	123	1	0.00310800310800311	128.059052059052	115	585	12	1371
European journal of microbiology & immunology	Eur J Microbiol Immunol (Bp)	39	75.1282051282051	78	140	36	0.205128205128205	17.9487179487179	9	135	3	41
European journal of neurology : the official journal of the European Federation of Neurological Societies	Eur J Neurol	325	54.8492307692308	56	97	26	0	106.563076923077	105	270	3	408
European journal of nuclear medicine and molecular imaging	Eur J Nucl Med Mol Imaging	350	33.7742857142857	27	274	7	0.0228571428571429	83.66	85	286	1	407
European journal of nutrition	Eur J Nutr	294	14.6734693877551	12	89	6	0	140.442176870748	134.5	395	8	312
European journal of obstetrics, gynecology, and reproductive biology	Eur J Obstet Gynecol Reprod Biol	640	12.3703125	11	78	5	0	140.334375	130	577	2	655
European journal of oncology nursing : the official journal of European Oncology Nursing Society	Eur J Oncol Nurs	166	40.8795180722892	34	263	8	0.0240963855421687	178.481927710843	142.5	617	15	170
European journal of orthopaedic surgery & traumatology : orthopedie traumatologie	Eur J Orthop Surg Traumatol	233	21.4849785407725	18	72	4	0	75.4420600858369	69	227	1	239
European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society	Eur J Paediatr Neurol	177	13.4576271186441	11	41	5	0	156.841807909605	141	492	2	180
European journal of pediatric surgery reports	European J Pediatr Surg Rep	18	79.8888888888889	80	153	23	0.388888888888889	68.7777777777778	60.5	166	7	20
European journal of pediatrics	Eur J Pediatr	328	18.4268292682927	16	112	6	0.00304878048780488	93.4664634146341	87	483	1	334
European journal of personality	Eur J Pers	2	42	42	49	35	0	145	145	177	113	6
European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences	Eur J Pharm Sci	350	10.0457142857143	9	72	1	0	108.848571428571	98	587	3	360
European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V	Eur J Pharm Biopharm	385	11.2207792207792	9	47	3	0	122.314285714286	111	372	31	403
European journal of pharmacology	Eur J Pharmacol	1029	14.2351797862002	10	97	1	0	115.273080660836	106	416	6	1063
European journal of physiotherapy	Eur J Physiother	2	38.5	38.5	47	30	0	139.5	139.5	191	88	2
European journal of plastic surgery	Eur J Plast Surg	10	33.8	28.5	76	14	0	86.2	85	143	22	10
European journal of population = Revue europeenne de demographie	Eur J Popul	4	90.75	64.5	215	19	0.25	359.25	353.5	458	272	4
European journal of preventive cardiology	Eur J Prev Cardiol	48	23.3125	22	40	8	0	117.6875	111	279	15	244
European journal of protistology	Eur J Protistol	56	13.9107142857143	9	85	5	0	134.464285714286	121	307	21	58
European journal of psychotraumatology	Eur J Psychotraumatol	98	48.2959183673469	39.5	180	19	0.0714285714285714	135.989795918367	133	398	4	141
European journal of radiology	Eur J Radiol	514	15.511673151751	12	723	1	0.00389105058365759	109.770428015564	98.5	511	3	531
European journal of social psychology	Eur J Soc Psychol	1	145	145	145	145	1	127	127	127	127	2
European journal of soil science	Eur J Soil Sci	2	103	103	122	84	0.5	220	220	306	134	2
European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology	Eur J Surg Oncol	361	23.1689750692521	17	116	4	0.0138504155124654	93.1578947368421	82	539	1	375
European journal of trauma and emergency surgery : official publication of the European Trauma Society	Eur J Trauma Emerg Surg	110	18.8818181818182	17	61	5	0	139.327272727273	130.5	358	6	120
European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery	Eur J Vasc Endovasc Surg	330	43.4242424242424	42	88	8	0	107.272727272727	104	605	1	389
European neurology	Eur Neurol	151	110.403973509934	115	242	27	0.609271523178808	114.523178807947	105	366	2	170
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology	Eur Neuropsychopharmacol	272	13.7169117647059	10	213	3	0.00735294117647059	160.6875	145	774	1	276
European orthopaedics and traumatology	Eur Orthop Traumatol	2	14.5	14.5	15	14	0	145.5	145.5	224	67	3
European psychiatry : the journal of the Association of European Psychiatrists	Eur Psychiatry	129	48.0697674418605	43	202	20	0.0387596899224806	120.395348837209	97	683	2	130
European radiology	Eur Radiol	771	31.0440985732815	24	304	9	0.0155642023346304	141.640726329442	139	408	12	777
European review of aging and physical activity : official journal of the European Group for Research into Elderly and Physical Activity	Eur Rev Aging Phys Act	2	21	21	25	17	0	139.5	139.5	168	111	2
European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society	Eur Spine J	777	16.1531531531532	12	170	3	0.00772200772200772	167.724581724582	151	788	1	884
European surgery : ACA : Acta chirurgica Austriaca	Eur Surg	3	30.6666666666667	24	50	18	0	102.333333333333	99	110	98	4
European surgical research. Europaische chirurgische Forschung. Recherches chirurgicales europeennes	Eur Surg Res	41	62.6341463414634	51	170	32	0.0731707317073171	109.024390243902	106	207	34	47
European thyroid journal	Eur Thyroid J	6	75.6666666666667	64	117	51	0.333333333333333	38	18.5	87	11	87
European urology	Eur Urol	658	16.2249240121581	14	104	4	0.00151975683890578	43.5015197568389	26	579	1	782
Evaluation and program planning	Eval Program Plann	109	12.5963302752294	9	37	4	0	263.779816513761	237	837	51	141
Evidence-based complementary and alternative medicine : eCAM	Evid Based Complement Alternat Med	1149	49.5369886858138	34	314	2	0.100957354221062	84.5361183637946	78	271	2	1218
Evidence-based mental health	Evid Based Ment Health	16	25.25	23.5	42	16	0	66.4375	65	125	16	122
Evidence-based spine-care journal	Evid Based Spine Care J	1	69	69	69	69	0	111	111	111	111	62
EvoDevo	Evodevo	70	34.6714285714286	34	77	10	0	74.6571428571429	68.5	150	34	70
Evolution, medicine, and public health	Evol Med Public Health	4	12.75	9.5	23	9	0	143.5	122.5	233	96	72
Evolution; international journal of organic evolution	Evolution	362	52.328729281768	51	197	3	0.0165745856353591	188.196132596685	162	935	2	367
Evolutionary applications	Evol Appl	136	56.6985294117647	51.5	127	22	0.0367647058823529	137.448529411765	128.5	384	6	165
Evolutionary bioinformatics online	Evol Bioinform Online	37	68.2432432432432	65	210	24	0.189189189189189	71.2702702702703	67	166	39	38
Evolutionary biology	Evol Biol	3	11.3333333333333	12	13	9	0	157	134	235	102	4
Evolutionary ecology	Evol Ecol	1	17	17	17	17	0	167	167	167	167	3
Experimental & applied acarology	Exp Appl Acarol	161	17.7888198757764	16	61	7	0	164.583850931677	132	880	3	167
Experimental & molecular medicine	Exp Mol Med	96	103.958333333333	112	168	44	0.604166666666667	80.65625	76	342	7	99
Experimental & translational stroke medicine	Exp Transl Stroke Med	17	16.8823529411765	14	56	2	0	74.4705882352941	49	352	1	17
